date,venueType,venueName,city,state,peopleKilled,peopleInjured,pistol,rifle,shotgun,unknownGun,explosive,knife,nonMetallicObject,googleMapsUrl
6/12/2014,10,Mother of Mercy Mission Catholic Church,Phoenix,AZ,1,1,0,0,0,1,0,0,0,"https://www.google.com/maps/place/Mother+of+Mercy+Mission/@33.450029,-112.093229,17z/data=!3m1!4b1!4m2!3m1!1s0x872b122d6ed82cd5:0xd5c43eda0dc1afd0"
6/19/2014,10,Colorado Red Rocks Amphitheatre,Morrison,CO,0,3,0,0,0,1,0,0,0,"https://www.google.com/maps/place/Red+Rocks+Amphitheatre/@39.665534,-105.205492,17z/data=!3m1!4b1!4m2!3m1!1s0x876b82d9bbdc08af:0xdb0dd5c128badc4"
6/22/2014,2,J.B. Hunt Trucking,Atlanta,GA,1,0,0,0,0,1,0,0,0,http://www.cbs46.com/story/25839185/employee-shot-and-killed-at-trucking-company
1/1/2014,7,Resort Casino,Tunica,MS,0,1,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Resorts+Casino+Tunica/@34.814918,-90.417725,17z/data=!3m1!4b1!4m2!3m1!1s0x87d53cfde29200e9:0x9b5184b1a833075f"
1/8/2014,11,Holy Family Hospital,Methuen,MA,0,3,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Holy+Family+Hospital/@42.727658,-71.168378,17z/data=!3m1!4b1!4m2!3m1!1s0x89e30714d432d2f5:0x30d6d6ee1160d71e"
1/12/2014,10,West Angeles Church Of God In Christ,Los Angeles,CA,0,1,0,0,0,0,0,1,0,"https://www.google.com/maps/place/West+Angeles+Church+Of+God+In+Christ/@34.026435,-118.335435,17z/data=!3m1!4b1!4m2!3m1!1s0x80c2b8486f69592d:0x7386ff9a71b79206"
1/13/2014,9,Metro Red Line,Los Angeles,CA,1,0,0,0,0,0,0,1,0,http://thesource.metro.net/2014/01/15/sheriffs-department-news-release-on-mondays-fatal-stabbing-on-the-red-line-help-sought-from-the-public/
1/13/2014,2,Bailey Nurseries,Newport,MN,1,0,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Bailey+Nurseries+Inc/@44.888982,-92.991824,17z/data=!3m1!4b1!4m2!3m1!1s0x87f7d6cc56a99653:0xefdfd4a3d3761596"
1/19/2014,2,Carolina Pride,Greenwood,SC,0,1,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Carolina+Pride+Foods/@34.19024,-82.144003,17z/data=!3m1!4b1!4m2!3m1!1s0x88f8014756881cb1:0x6faac25f633087f4"
1/22/2014,1,Wolfson High School,Jacksonville,FL,0,1,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Samuel+W.+Wolfson+High+School/@30.249872,-81.615736,17z/data=!3m1!4b1!4m2!3m1!1s0x88e5c9fa952e39b7:0x42a07b6540c623e6"
2/5/2014,5,Salinas Valley State Prison,Soleded,CA,0,1,0,0,0,0,0,0,1,"https://www.google.com/maps/place/Salinas+Valley+State+Prison/@36.47642,-121.374175,17z/data=!3m1!4b1!4m2!3m1!1s0x80926c3db33d18af:0xff94575c6884f53c"
2/20/2014,2,Cedarville Rancheria Tribal Office,Alturas,CA,4,2,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Cedarville+Rancheria+Tribal/@41.4901584,-120.544683,11z/data=!4m5!1m2!2m1!1sCedarville+Rancheria+Tribal+Office+in+Alturas,+CA!3m1!1s0x54cbaf6aaa06b95d:0x1ce53ea66ea60f5b"
3/3/2014,1,University of Florida,Gainesville,FL,0,1,0,0,0,0,0,1,0,"https://www.google.com/maps/place/University+of+Florida/@29.645264,-82.346394,17z/data=!3m1!4b1!4m2!3m1!1s0x88e8a30cfbe49275:0x206fe0de143d9886"
3/3/2014,5,Lieber Correctional Institution,Ridgeville,SC,1,0,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Lieber+Correctional+Institute/@33.087048,-80.289836,17z/data=!3m1!4b1!4m2!3m1!1s0x88feed68ccd372a7:0x5cc999a767abff6a"
3/10/2014,5,Lancaster County Prison,Lancaster,PA,0,2,0,0,0,0,0,0,2,"https://www.google.com/maps/place/Lancaster+County+Prison/@40.040251,-76.292419,17z/data=!3m1!4b1!4m2!3m1!1s0x89c624c0760674e3:0x686530d8186af0e9"
3/16/2014,9,TARC Bus,Louisville,KY,1,1,0,0,0,0,0,1,0,http://www.wlky.com/news/grand-jury-decides-not-to-indict-man-accused-of-killing-teen-on-tarc-bus/25175342#!4PNCW
3/18/2014,6,Star Liter Motor Motel,Bakersfield,CA,1,0,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Star-Liter+Motor+Motel/@35.345585,-119.002457,17z/data=!3m1!4b1!4m2!3m1!1s0x80ea6a527d9256bf:0xb5cd306548aa191e"
4/1/2014,1,Methuen High School,Methuen,MA,0,1,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Methuen+High+School/@42.733099,-71.171065,17z/data=!3m1!4b1!4m2!3m1!1s0x89e3076a52b0c203:0xe1d9b55460193651"
4/9/2014,1,Franklin Regional High School,Murrysville,PA,0,24,0,0,0,0,0,2,0,"https://www.google.com/maps/place/Franklin+Regional+School/@40.428014,-79.665083,17z/data=!3m1!4b1!4m2!3m1!1s0x8834c143deb7b619:0xa72053c987ea09d"
4/17/2014,1,Piper High School,Sunrise,FL,0,1,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Piper+High+School/@26.17888,-80.257064,17z/data=!3m1!4b1!4m2!3m1!1s0x88d9060b087482a9:0x63fe14d377551b60"
4/21/2014,4,US Marshalls Office,Salt Lake City,UT,1,0,0,0,0,0,0,0,1,"https://www.google.com/maps/place/U.S.+Marshals+Office/@40.7838795,-111.8789603,14z/data=!4m5!1m2!2m1!1sfederal+courthouse+near+Capitol+Park+Avenue,+Salt+Lake+City,+UT!3m1!1s0x8752f510731ff633:0x8e9dd69a4334e410"
4/25/2014,1,Jonathan Law High School,Milford,CT,1,0,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Jonathan+Law+High+School/@41.203986,-73.088719,17z/data=!3m1!4b1!4m2!3m1!1s0x89e8734d54e83323:0x1c434cc02d024b36"
4/26/2014,1,Stansbury Park Elementary School,Stansbury Park,UT,1,0,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Stansbury+Park+Elementary+School/@40.636795,-112.296341,17z/data=!4m2!3m1!1s0x8752bf749a01921b:0x7f6bb58941e0f5ee"
5/12/2014,12,Vance Air Force Base,Enid,OK,0,1,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Vance+Air+Force+Base/@36.339722,-97.916115,17z/data=!3m1!4b1!4m2!3m1!1s0x87ae2cd6305b43ab:0xdc36823439b59c49"
5/14/2014,1,Duchesne High School,Duchesne,UT,0,1,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Duchesne+High+School/@39.826279,-111.447734,655799m/data=!3m1!1e3!4m2!3m1!1s0x0:0xa1368aaf0654603?hl=en-US"
6/6/2014,12,Naval Support Activity Portsmouth Annex,Portsmouth,VA,0,1,0,0,0,0,0,1,0,"https://www.google.com/maps/place/Naval+Medical+Center/@36.844072,-76.304804,17z/data=!3m1!4b1!4m2!3m1!1s0x89ba9879ab2698d1:0x39e43023a933d3b5"
6/24/2014,1,T.W. Browne Middle School,Dallas,TX,0,1,0,0,0,0,0,0,0,"https://www.google.com/maps/place/T+W+Browne+Middle+School/@32.696288,-96.876752,17z/data=!3m1!4b1!4m2!3m1!1s0x864e9089a7d4e969:0xdc424f1ae084c54f"
